SIREN,SIRET,Activité principale de l'établissement,Code postal de l'établissement,Commune de l'établissement,Libellé de la commune de l'établissement à l'étranger,Code commune de l'établissement,Code postal de l'établissement 2,Libellé de la commune de l'établissement 2,Libellé de la commune de l'établissement étranger 2,Code de la commune de l'établissement 2,Dénomination usuelle de l'établissement,Activité principale de l'établissement.1,Dénomination de l'unité légale,Dénomination usuelle de l'unité légale 1,Dénomination usuelle de l'unité légale 2,Dénomination usuelle de l'unité légale 3,Activité principale de l'unité légale,Nomenclature de l'activité principale de l'unité légale,SIRET du siège de l'unité légale,Géolocalisation de l'établissement
951865856,95186585600011,,[ND],TOULOUSE,,31555,[ND],,,,[ND],55.20Z,[ND],[ND],[ND],[ND],55.20Z,NAFRev2,95186585600011.0,"43.596037953, 1.432094901"
414621789,41462178900018,,62980,VERMELLES,,62846,,,,,,68.20B,SCI DU MOULIN DES DEWAR,,,,68.20B,NAFRev2,41462178900018.0,"50.483052, 2.746482"
912165073,91216507300012,,02100,SAINT-QUENTIN,,02691,,,,,,86.90E,,,,,86.90E,NAFRev2,91216507300012.0,"49.836711, 3.305417"
808884787,80888478700033,,62138,DOUVRIN,,62276,,,,,,86.90E,,,,,86.90E,NAFRev2,80888478700033.0,"50.508518, 2.836194"
392304622,39230462200039,,75016,PARIS,,75116,,,,,,68.20B,FLORE,,,,68.20B,NAFRev2,39230462200039.0,"48.843825, 2.258163"
519147722,51914772200010,,56250,SAINT-NOLFF,,56231,,,,,,68.20B,SCI QUINCY,,,,68.20B,NAFRev2,51914772200010.0,"47.693293, -2.663082"
981126881,98112688100011,,97118,SAINT-FRANCOIS,,97125,,,,,,56.21Z,FRANCE CARAIBES TRAITEUR,,,,56.21Z,NAFRev2,98112688100011.0,"16.268357, -61.28298"
924616295,92461629500011,,59530,LOCQUIGNOL,,59353,,,,,,94.92Z,MORMAL PRESERVATION,,,,94.92Z,NAFRev2,92461629500011.0,"50.190123, 3.721856"
929872083,92987208300019,,38000,GRENOBLE,,38185,,,,,,68.20A,INDIVISION RAMBAUD ISABELLE & CLOUAIRE PASCAL,,,,68.20A,NAFRev2,92987208300019.0,"45.19175, 5.731667"
391524139,39152413900014,,43100,VIEILLE-BRIOUDE,,43262,,,,,,68.20B,SCI VAL JENI,,,,68.20B,NAFRev2,39152413900014.0,"45.266774, 3.408458"
981530074,98153007400013,,44000,NANTES,,44109,,,,,,85.59A,WORDS OF TYPE STUDIO,,,,85.59A,NAFRev2,98153007400013.0,"47.22858, -1.574825"
438651226,43865122600013,,26400,CREST,,26108,,,,,,68.20B,SCI JSMA,,,,68.20B,NAFRev2,43865122600013.0,"44.728905, 5.019218"
811951862,81195186200028,,92250,LA GARENNE-COLOMBES,,92035,,,,,QUERCY TUTORING,85.59A,,,,,85.59A,NAFRev2,81195186200028.0,"48.905527, 2.241693"
982190498,98219049800013,,06200,NICE,,06088,,,,,,43.33Z,,,,,43.33Z,NAFRev2,98219049800013.0,"43.685708, 7.235512"
419945506,41994550600014,,67980,HANGENBIETEN,,67182,,,,,,94.99Z,ASSOC ACATRA,,,,94.99Z,NAFRev2,41994550600014.0,"48.555746, 7.617741"
380417709,38041770900017,,86210,ARCHIGNY,,86009,,,,,,94.99Z,FOYER POPULAIRE ARCHIGNY,,,,94.99Z,NAFRev2,38041770900017.0,"46.697436, 0.700287"
508557204,50855720400015,,34400,SATURARGUES,,34294,,,,,,01.21Z,,,,,01.21Z,NAFRev2,50855720400015.0,"43.70174, 4.112926"
429984560,42998456000012,,35560,MARCILLE-RAOUL,,35164,,,,,,01.50Z,EARL JARRY,,,,01.50Z,NAFRev2,42998456000012.0,"48.386946, -1.606676"
519676043,51967604300010,,13800,ISTRES,,13047,,,,,,47.76Z,FLOW TRADE,,,,47.76Z,NAFRev2,51967604300010.0,"43.519146, 4.966419"
900161134,90016113400011,,93800,EPINAY-SUR-SEINE,,93031,,,,,,53.20Z,,,,,53.20Z,NAFRev2,90016113400011.0,"48.954776, 2.311101"
352604946,35260494600017,,06700,SAINT-LAURENT-DU-VAR,,06123,,,,,,68.20A,SCI SETTI,,,,68.20A,NAFRev2,35260494600017.0,"43.659072, 7.182919"
811627751,81162775100019,,31500,TOULOUSE,,31555,,,,,,68.20B,INDIVISION MELLER - WASSERHARDT,,,,68.20B,NAFRev2,81162775100019.0,"43.592819, 1.475034"
518182894,51818289400023,,73130,ST COLOMBAN DES VILLARDS,,73230,,,,,,46.90Z,JMCC,,,,46.90Z,NAFRev2,51818289400023.0,"45.299799, 6.238559"
519400832,51940083200027,,49160,GENNES-VAL-DE-LOIRE,,49261,,,,,,90.03A,,,,,90.03A,NAFRev2,51940083200027.0,"47.318999, -0.149744"
513605485,51360548500038,3212ZZ,75002,PARIS,,75102,,,,,,32.12Z,POLI'TESS,,,,32.12Z,NAFRev2,51360548500038.0,"48.868065, 2.331462"
387693609,38769360900035,,30740,LE CAILAR,,30059,,,,,,68.20B,SCI L AIGRETTE,,,,68.20B,NAFRev2,38769360900035.0,"43.676018, 4.23536"
483148409,48314840900012,9602AA,75010,PARIS,,75110,,,,,SKM HAIR,96.02A,SAME COIFFURE,,,,96.02A,NAFRev2,48314840900012.0,"48.881739, 2.366664"
901704478,90170447800014,,[ND],SAINT-MARTIN-LA-GARENNE,,78567,[ND],,,,[ND],74.20Z,[ND],[ND],[ND],[ND],74.20Z,NAFRev2,90170447800014.0,"49.03598752, 1.676926764"
795071901,79507190100016,,75005,PARIS,,75105,,,,,,68.20B,SCI BUENOS AYRES,,,,68.20B,NAFRev2,79507190100016.0,"48.838125, 2.354034"
490733391,49073339100034,,[ND],LE TRUEL,,12284,[ND],,,,[ND],74.10Z,[ND],[ND],[ND],[ND],74.10Z,NAFRev2,49073339100034.0,"44.053856047, 2.747633382"
922704705,92270470500016,,32430,SIRAC,,32435,,,,,,01.49Z,,,,,01.49Z,NAFRev2,92270470500016.0,"43.698962, 0.962261"
930786280,93078628000014,,75008,PARIS,,75108,,,,,,74.90B,FRANCE GLOBAL CONSULTING,,,,74.90B,NAFRev2,93078628000014.0,"48.869893, 2.30194"
994810992,99481099200010,,73120,COURCHEVEL,,73227,,,,,,85.51Z,,,,,85.51Z,NAFRev2,99481099200010.0,"45.432054, 6.622538"
851893339,85189333900032,,59261,WAHAGNIES,,59630,,,,,SHAGGY DOG,96.09Z,,,,,96.09Z,NAFRev2,85189333900032.0,"50.485935, 3.035805"
851928366,85192836600026,4932ZA,44000,NANTES,,44109,,,,,,49.32Z,O'TAXI NANTAIS,,,,49.32Z,NAFRev2,85192836600026.0,"47.226851, -1.567462"
994331353,99433135300015,,[ND],MANTES-LA-JOLIE,,78361,[ND],,,,[ND],85.59B,[ND],[ND],[ND],[ND],85.59B,NAFRev2,99433135300015.0,"48.998365533, 1.69406992"
940964570,94096457000011,,28120,ILLIERS-COMBRAY,,28196,,,,,,81.21Z,,,,,81.21Z,NAFRev2,94096457000011.0,"48.301229, 1.251078"
832720536,83272053600016,,31110,TREBONS-DE-LUCHON,,31559,,,,,,64.20Z,ENERGIOO,,,,64.20Z,NAFRev2,83272053600016.0,"42.803545, 0.565946"
447905621,44790562100028,,[ND],PERTUIS,,84089,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,44790562100028.0,"43.687552946, 5.520114663"
530401975,53040197500012,,31100,TOULOUSE,,31555,,,,,,47.89Z,,,,,47.89Z,NAFRev2,53040197500012.0,"43.553361, 1.398309"
315682682,31568268200010,,97400,SAINT DENIS,,97411,,,,,,82.11Z,ORGANISME DE GESTION DE L'ECOLE CATHOLIQUE SAINT MICHEL,,,,82.11Z,NAFRev2,31568268200010.0,"-20.883409, 55.456758"
918412776,91841277600018,,,,FUJIAN,,,,,,,47.91A,XITIYOU XIAMEN MAOYI YOUXIAN GONGSI,,,,47.91A,NAFRev2,91841277600018.0,
947767240,94776724000015,,97320,SAINT-LAURENT-DU-MARONI,,97311,,,,,ROYAL SNACK,56.21Z,,,,,56.21Z,NAFRev2,94776724000015.0,"5.504607, -54.029144"
931539282,93153928200018,,42699,,SOLINGEN,,,,,,,47.91B,ZWEIBRUDER GMBH,,,,47.91B,NAFRev2,93153928200018.0,
989710025,98971002500010,,[ND],VENTABREN,,13114,[ND],,,,[ND],85.51Z,[ND],[ND],[ND],[ND],85.51Z,NAFRev2,98971002500010.0,"43.542076484, 5.306136441"
812290609,81229060900062,,[ND],CHANTILLY,,60141,[ND],,,,[ND],68.31Z,[ND],[ND],[ND],[ND],68.31Z,NAFRev2,81229060900062.0,"49.176354477, 2.481195597"
352345870,35234587000039,,34430,SAINT-JEAN-DE-VEDAS,,34270,,,,,,43.32A,,,,,43.32A,NAFRev2,35234587000039.0,"43.582641, 3.82984"
877723114,87772311400014,,66700,ARGELES-SUR-MER,,66008,,,,,,47.99A,,,,,47.99A,NAFRev2,87772311400014.0,"42.555249, 3.02259"
938237708,93823770800012,,[ND],AULNAY-SOUS-BOIS,,93005,[ND],,,,[ND],43.22A,[ND],[ND],[ND],[ND],43.22A,NAFRev2,93823770800012.0,"48.945834186, 2.493478267"
822698817,82269881700035,,80210,FEUQUIERES-EN-VIMEU,,80308,,,,,,86.90E,,,,,86.90E,NAFRev2,82269881700035.0,"50.056391, 1.60917"
880835566,88083556600022,,67202,WOLFISHEIM,,67551,,,,,,68.20A,HAGNAUER,,,,68.20A,NAFRev2,88083556600022.0,"48.587029, 7.665601"
515085934,51508593400021,,63430,PONT-DU-CHATEAU,,63284,,,,,DIVINITUS,47.91B,AMBROSIA AND CO,,,,47.91B,NAFRev2,51508593400021.0,"45.803215, 3.263813"
750561185,75056118500018,8121ZZ,17400,SAINT-MARTIN-DE-JUILLERS,,17367,,,,,,81.21Z,,,,,81.21Z,NAFRev2,75056118500018.0,"45.943209, -0.345487"
529223406,52922340600024,,95400,VILLIERS-LE-BEL,,95680,,,,,,43.99C,STARBAT,,,,43.99C,NAFRev2,52922340600024.0,"49.00307, 2.413552"
882192891,88219289100019,,50530,SARTILLY-BAIE-BOCAGE,,50565,,,,,,94.99Z,RESPIRE,,,,94.99Z,NAFRev2,88219289100019.0,"48.750204, -1.452981"
500034459,50003445900023,2849ZZ,67730,CHATENOIS,,67073,,,,,,28.49Z,MVS,,,,28.49Z,NAFRev2,50003445900023.0,"48.28004, 7.398168"
503404238,50340423800043,,13007,MARSEILLE,,13207,,,,,ID2MARK,73.11Z,SARL ID2MARK,ID2MARK,,,73.11Z,NAFRev2,50340423800043.0,"43.287779, 5.367415"
941857849,94185784900017,,35000,RENNES,,35238,,,,,,68.20A,JONCOUR RIOT LMNP,,,,68.20A,NAFRev2,94185784900017.0,"48.099761, -1.688698"
515398196,51539819600037,,44350,GUERANDE,,44069,,,,,,68.20B,SCI PLISSON,,,,68.20B,NAFRev2,51539819600037.0,"47.328076, -2.428236"
920772548,92077254800011,,73200,ALBERTVILLE,,73011,,,,,,56.10A,GROUPE AMORE,,,,56.10A,NAFRev2,92077254800011.0,"45.673167, 6.384699"
992348326,99234832600016,,97354,REMIRE-MONTJOLY,,97309,,,,,BELIKREA,47.75Z,COSMETICS BY KERLINE,,,,47.75Z,NAFRev2,99234832600016.0,"4.924538, -52.288162"
479213266,47921326600014,,95110,SANNOIS,,95582,,,,,,94.99Z,ASSOC SANNOIS DETENTE ANIMAT VOYAGES,,,,94.99Z,NAFRev2,47921326600014.0,"48.971961, 2.264185"
833088347,83308834700038,,75011,PARIS,,75111,,,,,,86.22C,,,,,86.22C,NAFRev2,83308834700038.0,"48.851122, 2.384553"
924222953,92422295300011,,85590,TREIZE-VENTS,,85296,,,,,,93.12Z,GYMNASTIQUE DE MAINTIEN,,,,93.12Z,NAFRev2,92422295300011.0,"46.922835, -0.847785"
887695666,88769566600016,,[ND],CARRIERES-SUR-SEINE,,78124,[ND],,,,[ND],59.11A,[ND],[ND],[ND],[ND],59.11A,NAFRev2,88769566600016.0,"48.911635704, 2.178815939"
521197400,52119740000018,,[ND],LE VIGAN,,30350,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,52119740000018.0,"43.988963449, 3.625064846"
530892140,53089214000043,,[ND],MORTEAU,,25411,[ND],,,,[ND],71.12B,[ND],[ND],[ND],[ND],71.12B,NAFRev2,53089214000043.0,"47.063241756, 6.583007352"
941500209,94150020900015,,33000,BORDEAUX,,33063,,,,,,62.01Z,HELLOUNIVERSE,,,,62.01Z,NAFRev2,94150020900015.0,"44.843604, -0.573344"
938359684,93835968400017,,[ND],SEVRIER,,74267,[ND],,,,[ND],43.39Z,[ND],[ND],[ND],[ND],43.39Z,NAFRev2,93835968400017.0,"45.855427419, 6.13830766"
410783815,41078381500013,,33760,MONTIGNAC,,33292,,,,,,01.21Z,,,,,01.21Z,NAFRev2,41078381500013.0,"44.716533, -0.212146"
884348509,88434850900016,,29000,QUIMPER,,29232,,,,,,64.30Z,SPFPL BALZER,,,,64.30Z,NAFRev2,88434850900016.0,"47.991727, -4.078679"
790850705,79085070500027,,93120,LA COURNEUVE,,93027,,,,,,46.90Z,A&H COMPANY,,,,46.90Z,NAFRev2,79085070500027.0,"48.927631, 2.378501"
991972308,99197230800019,,73300,SAINT-JEAN-DE-MAURIENNE,,73248,,,,,,68.20A,,,,,68.20A,NAFRev2,99197230800019.0,"45.278187, 6.356106"
987833910,98783391000019,,87270,BONNAC-LA-COTE,,87020,,,,,,96.09Z,,,,,96.09Z,NAFRev2,98783391000019.0,"45.948795, 1.297467"
952879575,95287957500019,,69680,CHASSIEU,,69271,,,,,RACHID BENSAID,49.32Z,,,,,49.32Z,NAFRev2,95287957500019.0,"45.746097, 4.967868"
494648587,49464858700033,,33740,ARES,,33011,,,,,,01.49Z,,,,,01.49Z,NAFRev2,49464858700033.0,"44.781036, -1.108161"
779187541,77918754100031,,63000,CLERMONT-FERRAND,,63113,,,,,,86.90E,,,,,86.90E,NAFRev2,77918754100031.0,"45.770723, 3.081183"
933823692,93382369200019,,75008,PARIS,,75108,,,,,,68.20B,SCI PATEL & RICHIDE,,,,68.20B,NAFRev2,93382369200019.0,"48.870158, 2.307562"
522877836,52287783600018,,88410,GODONCOURT,,88208,,,,,,68.20B,SCI MEURTHE ET MOUZON,,,,68.20B,NAFRev2,52287783600018.0,"48.001322, 5.920599"
429932627,42993262700012,,77450,CONDE-SAINTE-LIBIAIRE,,77125,,,,,,93.12Z,COMPAGNIE D'ARC DE CONDE SAINTE LIBIAIRE,,,,93.12Z,NAFRev2,42993262700012.0,"48.895659, 2.836458"
849015888,84901588800019,,60400,NOYON,,60471,,,,,,86.90F,,,,,86.90F,NAFRev2,84901588800019.0,"49.58146, 2.995818"
492154265,49215426500010,1813ZB,94440,SANTENY,,94070,,,,,,18.13Z,,O.K CREATIONS,,,18.13Z,NAFRev2,49215426500010.0,"48.733457, 2.581514"
430905125,43090512500018,,43200,YSSINGEAUX,,43268,,,,,,01.42Z,,,,,01.42Z,NAFRev2,43090512500018.0,"45.163755, 4.09004"
449622299,44962229900013,,54000,NANCY,,54395,,,,,,68.20B,SCI WESTPHAL,,,,68.20B,NAFRev2,44962229900013.0,"48.700889, 6.169719"
481896389,48189638900014,,,,71384 WEINSTADT-2,,,,,,,43.99D,,,,,43.99D,NAFRev2,48189638900014.0,
402616114,40261611400037,,[ND],PONT L'EVEQUE,,14514,[ND],,,,[ND],93.19Z,[ND],[ND],[ND],[ND],93.19Z,NAFRev2,40261611400037.0,"49.289158872, 0.185053072"
989510888,98951088800013,,[ND],TOURCOING,,59599,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,98951088800013.0,"50.725815998, 3.159652714"
352692206,35269220600019,,76620,LE HAVRE,,76351,,,,,,81.10Z,SYNDICAT COPROPRIETAIRES LA HEVE,,,,81.10Z,NAFRev2,35269220600019.0,"49.50066, 0.107413"
891653958,89165395800027,,[ND],NARROSSE,,40202,[ND],,,,[ND],66.19B,[ND],[ND],[ND],[ND],66.19B,NAFRev2,89165395800027.0,"43.693554366, -1.008465058"
833393366,83339336600012,,97190,LE GOSIER,,97113,,,,,,93.29Z,TEAM YANN & SERGE,,,,93.29Z,NAFRev2,83339336600012.0,"16.229617, -61.513733"
381952027,38195202700013,,63620,LA CELLE,,63064,,,,,,01.42Z,GAEC JARRIER PERE ET FILS,,,,01.42Z,NAFRev2,38195202700013.0,"45.850728, 2.457176"
925224982,92522498200015,,[ND],CORMERY,,37083,[ND],,,,[ND],95.29Z,[ND],[ND],[ND],[ND],95.29Z,NAFRev2,92522498200015.0,"47.259198257, 0.84666654"
432587749,43258774900024,,10200,COLOMBE-LA-FOSSE,,10102,,,,,,01.21Z,A.VIOT ET FILS,,,,01.21Z,NAFRev2,43258774900024.0,"48.263682, 4.790144"
392973756,39297375600019,,58800,CERVON,,58047,,,,,,01.50Z,,,,,01.50Z,NAFRev2,39297375600019.0,"47.261813, 3.730226"
813941119,81394111900030,4399CZ,26760,BEAUMONT-LES-VALENCE,,26037,,,,,PEDRO DUBOIS MACONNERIE GENERALE,43.99C,,,,,43.99C,NAFRev2,81394111900030.0,"44.865761, 4.94537"
924430341,92443034100017,,35000,RENNES,,35238,,,,,,94.99Z,ROTARY CLUB RENNES BROCELIANDE,,,,94.99Z,NAFRev2,92443034100017.0,"48.104091, -1.679765"
934408485,93440848500019,,03150,MONTAIGU-LE-BLIN,,03179,,,,,PORSCHE 356 ENGINE RESTO,45.31Z,,,,,45.31Z,NAFRev2,93440848500019.0,"46.283923, 3.506846"
941412371,94141237100010,,[ND],PARIS,,75108,[ND],,,,[ND],43.12A,[ND],[ND],[ND],[ND],43.12A,NAFRev2,94141237100010.0,"48.872724651, 2.312557861"
994656692,99465669200013,,64300,ORTHEZ,,64430,,,,,PEGASUS CLEANER,81.21Z,PEGASUS CLEANER,,,,81.21Z,NAFRev2,99465669200013.0,"43.489784, -0.776154"
529145799,52914579900043,,89380,APPOIGNY,,89013,,,,,,86.90E,,,,,86.90E,NAFRev2,52914579900043.0,"47.87751, 3.526774"
982546723,98254672300015,,92700,COLOMBES,,92025,,,,,KHAN,53.20Z,,,,,53.20Z,NAFRev2,98254672300015.0,"48.92581, 2.239442"
888851565,88885156500018,8121ZZ,67210,OBERNAI,,67348,,,,,AUBRIT SERVICES,81.21Z,,,,,81.21Z,NAFRev2,88885156500018.0,"48.465114, 7.494832"
908617947,90861794700027,,13004,MARSEILLE,,13204,,,,,,81.21Z,,,,,81.21Z,NAFRev2,90861794700027.0,"43.308574, 5.40414"
424547941,42454794100015,,26270,LORIOL-SUR-DROME,,26166,,,,,,68.20B,SCI VAUCOURTE 5,,,,68.20B,NAFRev2,42454794100015.0,"44.752588, 4.823872"
918027855,91802785500017,,49610,MURS-ERIGNE,,49223,,,,,,68.20B,EHJC,,,,68.20B,NAFRev2,91802785500017.0,"47.397075, -0.523371"
889962353,88996235300021,,92400,COURBEVOIE,,92026,,,,,REVOLUM,46.69A,REVOLUM,,,,46.69A,NAFRev2,88996235300021.0,"48.894171, 2.241913"
405398561,40539856100010,,[ND],LA SALVETAT-SAINT-GILLES,,31526,[ND],,,,[ND],70.10Z,[ND],[ND],[ND],[ND],70.10Z,NAFRev2,40539856100010.0,"43.575444268, 1.266213231"
989595152,98959515200012,,69008,LYON,,69388,,,,,,66.19B,,,,,66.19B,NAFRev2,98959515200012.0,"45.741488, 4.861408"
527768584,52776858400049,,[ND],SIX-FOURS-LES-PLAGES,,83129,[ND],,,,[ND],46.45Z,[ND],[ND],[ND],[ND],46.45Z,NAFRev2,52776858400049.0,"43.086398022, 5.827521189"
838049401,83804940100022,,54210,SAINT NICOLAS DE PORT,,54483,,,,,,68.20B,SCI AMA,,,,68.20B,NAFRev2,83804940100022.0,"48.631479, 6.296201"
889862462,88986246200013,4312AZ,33112,SAINT-LAURENT-MEDOC,,33424,,,,,,43.12A,RBB LOCATION,,,,43.12A,NAFRev2,88986246200013.0,"45.130843, -0.785773"
514682889,51468288900027,,44000,NANTES,,44109,,,,,,74.30Z,,,,,74.30Z,NAFRev2,51468288900027.0,"47.215501, -1.554115"
904686656,90468665600011,,06730,SAINT-ANDRE-DE-LA-ROCHE,,06114,,,,,,68.20B,SCI ST PETE,,,,68.20B,NAFRev2,90468665600011.0,"43.748119, 7.284345"
503965493,50396549300011,,22170,SAINT-JEAN-KERDANIEL,,22304,,,,,,01.11Z,TURBAN BERTRAND,,,,01.11Z,NAFRev2,50396549300011.0,"48.552591, -3.036445"
478031719,47803171900014,,07170,VILLENEUVE-DE-BERG,,07341,,,,,,94.99Z,ASSOCIATION MARJORIE,,,,94.99Z,NAFRev2,47803171900014.0,"44.556782, 4.500643"
421764242,42176424200010,1071DZ,58400,LA CHARITE-SUR-LOIRE,,58059,,,,,,10.71D,LES BENEDICTINES,LE PALAIS GOURMAND,,,10.71D,NAFRev2,42176424200010.0,"47.177264, 3.01835"
499772762,49977276200021,,13800,ISTRES,,13047,,,,,,64.20Z,GENESIS INVEST,,,,64.20Z,NAFRev2,49977276200021.0,"43.505215, 4.980263"
923753123,92375312300028,,72500,BEAUMONT-PIED-DE-BŒUF,,72028,,,,,,68.20A,,,,,68.20A,NAFRev2,92375312300028.0,"47.747742, 0.367261"
510019250,51001925000024,,16210,YVIERS,,16424,,,,,BAR D'YVIERS,56.30Z,,,,,56.30Z,NAFRev2,51001925000024.0,"45.273794, -0.006108"
921422549,92142254900011,1512ZC,56520,GUIDEL,,56078,,,,,SELLERIE VAGABONDE,15.12Z,,,,,15.12Z,NAFRev2,92142254900011.0,"47.772436, -3.526841"
401616974,40161697400010,,31200,TOULOUSE,,31555,,,,,,94.99Z,ASSOCIATION ACCENT SUR,,,,94.99Z,NAFRev2,40161697400010.0,"43.644773, 1.433283"
950930966,95093096600029,,59000,LILLE,,59350,,,,,DANIEL ET GUILLAUME LOCATION,68.20A,,,,,68.20A,NAFRev2,95093096600029.0,"50.626356, 3.051359"
979861879,97986187900018,,22380,SAINT-CAST-LE-GUILDO,,22282,,,,,,43.21A,EMERAUDE POWER CHARGE,,,,43.21A,NAFRev2,97986187900018.0,"48.60341, -2.253009"
892612268,89261226800037,,[ND],BELLERIVE-SUR-ALLIER,,03023,[ND],,,,[ND],56.10C,[ND],[ND],[ND],[ND],56.10C,NAFRev2,89261226800037.0,"46.121579254, 3.397099624"
401340229,40134022900020,,78300,POISSY,,78498,,,,,,69.10Z,,,,,69.10Z,NAFRev2,40134022900020.0,"48.947133, 2.064579"
778991497,77899149700018,,03210,AUTRY-ISSARDS,,03012,,,,,,94.99Z,AMICALE LAIQUE D AUTRY ISSARDS,,,,94.99Z,NAFRev2,77899149700018.0,"46.542833, 3.086574"
913123154,91312315400019,,97427,L'ETANG-SALE,,97404,,,,,,96.09Z,BULLES A CREER ET CULTIVER LE BONHEUR,,,,96.09Z,NAFRev2,91312315400019.0,"-21.267849, 55.368695"
940126543,94012654300013,,93160,NOISY-LE-GRAND,,93051,,,,,TOTEM & CO,70.22Z,TOTEM AND CO,,,,70.22Z,NAFRev2,94012654300013.0,"48.842557, 2.540515"
404154643,40415464300013,,66600,SALSES-LE-CHATEAU,,66190,,,,,,01.21Z,,,,,01.21Z,NAFRev2,40415464300013.0,"42.833065, 2.915186"
892980038,89298003800012,,31200,TOULOUSE,,31555,,,,,,68.20A,,,,,68.20A,NAFRev2,89298003800012.0,"43.614562, 1.414317"
830226296,83022629600010,4329AZ,17430,LUSSANT,,17216,,,,,LAURENT LEVRON,43.29A,,,,,43.29A,NAFRev2,83022629600010.0,"45.958862, -0.821567"
923757983,92375798300021,,38110,LA CHAPELLE-DE-LA-TOUR,,38076,,,,,,86.90D,,,,,86.90D,NAFRev2,92375798300021.0,"45.584873, 5.464406"
498840446,49884044600021,,17120,MEURSAC,,17232,,,,,JMG'INNOV,43.32A,EURL JMG'INNOV,JMG'INNOV,,,43.32A,NAFRev2,49884044600021.0,"45.649297, -0.830857"
938289451,93828945100016,,51490,BEINE-NAUROY,,51046,,,,,,94.99Z,SOCIETE AMICALE DES SAPEURS POMPIERS DE BEINE-NAUROY,,,,94.99Z,NAFRev2,93828945100016.0,"49.249264, 4.21573"
534525894,53452589400018,9602AA,13400,AUBAGNE,,13005,,,,,ADEM COIF',96.02A,SARL ADEM COIF',,,,96.02A,NAFRev2,53452589400018.0,"43.292798, 5.568289"
908198906,90819890600012,,62140,CAUMONT,,62219,,,,,,68.20A,,,,,68.20A,NAFRev2,90819890600012.0,"50.288901, 2.029073"
481156008,48115600800015,,17137,NIEUL-SUR-MER,,17264,,,,,,68.20B,SCI FANELI,,,,68.20B,NAFRev2,48115600800015.0,"46.209471, -1.190349"
798405106,79840510600013,,69870,SAINT NIZIER D'AZERGUES,,69229,,,,,,35.11Z,,,,,35.11Z,NAFRev2,79840510600013.0,"46.108796, 4.45105"
531771178,53177117800021,,97300,CAYENNE,,97302,,,,,,94.20Z,SYNDICAT DEPARTEMENTAL UNSA TERRITORIAUX GUYANE,,,,94.20Z,NAFRev2,53177117800021.0,"4.933074, -52.290694"
898876008,89887600800019,,02700,TERGNIER,,02738,,,,,,47.99A,,,,,47.99A,NAFRev2,89887600800019.0,"49.654585, 3.299716"
940522212,94052221200015,,69007,LYON,,69387,,,,,,90.01Z,ZAG,,,,90.01Z,NAFRev2,94052221200015.0,"45.743342, 4.84817"
515037521,51503752100017,,86500,MONTMORILLON,,86165,,,,,,90.01Z,COMPAGNIE DU VOYAG'HEURE,,,,90.01Z,NAFRev2,51503752100017.0,"46.426152, 0.864368"
539113407,53911340700024,4332AA,67200,STRASBOURG,,67482,,,,,BOIS ET FENETRES,43.32A,AGENCEMENT BOTBOL,,,,43.32A,NAFRev2,53911340700024.0,"48.593166, 7.722605"
919047993,91904799300010,,54130,SAINT-MAX,,54482,,,,,,88.10A,,,,,88.10A,NAFRev2,91904799300010.0,"48.700908, 6.206385"
988551594,98855159400019,,40090,ARTASSENX,,40012,,,,,,35.11Z,,,,,35.11Z,NAFRev2,98855159400019.0,"43.851064, -0.395033"
992158774,99215877400016,,93160,NOISY-LE-GRAND,,93051,,,,,,70.10Z,DORADO COMPANY,,,,00.00Z,NAFRev2,99215877400016.0,"48.837483, 2.560023"
828498543,82849854300036,3312ZB,97354,REMIRE-MONTJOLY,,97309,,,,,,33.12Z,GDS 57,,,,33.12Z,NAFRev2,82849854300036.0,"4.924538, -52.288162"
793002296,79300229600010,,[ND],RONCHIN,,59507,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,79300229600010.0,"50.60484082, 3.092434195"
500543772,50054377200015,,[ND],SAINT-BONNET-LE-CHATEAU,,42204,[ND],,,,[ND],90.03B,[ND],[ND],[ND],[ND],01.29Z,NAFRev2,50054377200015.0,"45.425072986, 4.065259687"
523295210,52329521000026,,[ND],BORDEAUX,,33063,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,52329521000026.0,"44.857622122, -0.573378659"
803318971,80331897100014,,03350,CERILLY,,03048,,,,,,68.20B,SCI DU COUDAT,,,,68.20B,NAFRev2,80331897100014.0,"46.643283, 2.801477"
348843178,34884317800032,,41700,COUDDES,,41062,,,,,,01.21Z,,,,,01.21Z,NAFRev2,34884317800032.0,"47.365258, 1.395859"
450799374,45079937400027,,33340,LESPARRE-MEDOC,,33240,,,,,,56.10C,LESPA,,,,56.10C,NAFRev2,45079937400027.0,"45.310216, -0.940637"
427691332,42769133200014,,06140,COURSEGOULES,,06050,,,,,,90.01Z,,,,,90.01Z,NAFRev2,42769133200014.0,"43.789817, 7.048377"
383098803,38309880300018,,75007,PARIS,,75107,,,,,,82.99Z,NIGEN,,,,82.99Z,NAFRev2,38309880300018.0,"48.852814, 2.326969"
